"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"1097","ecology",1998,102,"anthony",NA,"joern",NA,"se","university of nebraska lincoln",NA,"lincoln","NE","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1098","ecology",2005,751,"diana",NA,"pilson",NA,"se","university of nebraska lincoln",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1099","plantecol",2004,2069,"lawrence","r","walker","editorial.board","se","university of nevada las vegas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1100","jbiog",2005,319,"brett","r","riddle","ae","ae","university of nevada las vegas","department of biological sciencies",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1101","fem",2010,2992,"scott","r","abella","editorial.advisory.board","se","university of nevada las vegas",NA,"las vegas","NV","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1102","ecology",2002,3189,"stanley","d","smith",NA,"se","university of nevada las vegas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1103","conbio",1992,2548,"peter",NA,"brussard","se","se","university of nevada reno","ecology, evolution & conservation biology","reno","NV","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1104","conbio",1995,1346,"joel",NA,"berger","se","se","university of nevada reno","ecology evolution & conservation biology","reno","NV","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1105","oecol",1999,1500,"jack","p","hayes","editorial.board","se","university of nevada reno",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1106","evol",2013,2178,"matt",NA,"forister","ae","se","university of nevada reno",NA,"reno","NV","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1107","ecology",1996,3090,"stephen","h","jenkins",NA,"se","university of nevada reno",NA,"reno","NV","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1108","ecology",2011,3058,"serita","d","frey",NA,"se","university of new hampshire",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1109","leco",1987,2668,"p","green","risser","editorial.board","se","university of new mexico",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1110","evol",1990,2965,"randy",NA,"thornhill","ae","se","university of new mexico",NA,"albuquerque","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1111","jbiog",1992,1367,"james","h","brown","se","se","university of new mexico","department of biology",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1112","leco",1999,304,"bruce",NA,"milne","se","se","university of new mexico","department of biology","albuquerque","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1113","jecol",2005,3031,"scott",NA,"collins","se","se","university of new mexico",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1114","oecol",2006,350,"blair","o","wolf","editorial.board","se","university of new mexico",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1115","ecology",1993,713,"diane","l","marshall",NA,"se","university of new mexico",NA,"albuquerque","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1116","ecology",1998,396,"clifford","n","dahm",NA,"se","university of new mexico",NA,"albuquerque","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1117","ecology",2002,3457,"william","k","michener",NA,"special","university of new mexico",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1118","ecology",2009,1037,"felisa","a","smith",NA,"se","university of new mexico",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1119","plantecol",1985,2925,"robert","k","peet","editor","se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1120","oecol",1989,3538,"charles","h","peterson","editorial.board","se","university of north carolina chapel hill",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1121","plantecol",1997,3211,"stephen","j","walsh","editor","se","university of north carolina chapel hill",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1122","evol",2006,2350,"maria","r","servedio","ae","se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1123","evol",2007,749,"david","w","pfennig","ae","se","university of north carolina chapel hill",NA,"raleigh","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1124","funecol",2007,1921,"keith","w","sockman","associate editor","ae","university of north carolina chapel hill",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1125","evol",2009,380,"christina",NA,"burch","ae","se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1126","ecology",1989,2714,"peter","s","white",NA,"se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1127","ecology",1990,2207,"mark","e","hay",NA,"se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1128","ecology",1998,1235,"hans","w","paerl",NA,"se","university of north carolina chapel hill",NA,"chapel hill","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1129","ecology",2007,1368,"john","f","bruno",NA,"se","university of north carolina chapel hill",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1130","ecology",2009,2159,"martin","w","doyle",NA,"se","university of north carolina chapel hill",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1131","evol",1996,2014,"larry","j","leamy","ae","se","university of north carolina charlotte",NA,"raleigh","NC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1132","ecology",2005,907,"elizabeth","p","lacey",NA,"se","university of north carolina greensboro",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1133","jte",1989,699,"d",NA,"lieberman","editorial.board","se","university of north dakota","department of biology",NA,"ND","usa",NA,"USA","High income: OECD","North America","class","200280","grand forks","nd","16","doctoral","carnegie"
"1134","jte",1995,2250,"milton",NA,"lieberman","se","se","university of north dakota",NA,NA,"ND","usa",NA,"USA","High income: OECD","North America","class","200280","grand forks","nd","16","doctoral","carnegie"
"1135","oecol",2000,1408,"jim","t","cronin","editorial.board","se","university of north dakota",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","200280","grand forks","nd","16","doctoral","carnegie"
"1136","leco",2007,263,"b",NA,"goodwin","se","se","university of north dakota","department of biology","grand forks","ND","usa",NA,"USA","High income: OECD","North America","class","200280","grand forks","nd","16","doctoral","carnegie"
"1137","ecology",1991,1304,"isaac","j","schlosser",NA,"se","university of north dakota",NA,"grand forks","ND","usa",NA,"USA","High income: OECD","North America","class","200280","grand forks","nd","16","doctoral","carnegie"
"1138","plantecol",2012,1943,"kathryn",NA,"yurkonis","editorial.board","se","university of north dakota grand forks",NA,"grand forks","ND","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1139","conbio",2003,1378,"j","baird","callicott","se","se","university of north texas","dept philosophy & relig studies","denton","TX","usa",NA,"USA","High income: OECD","North America","class","227216","denton","tx","15","doctoral","carnegie"
"1140","evol",2006,1206,"hope",NA,"hollocher","ae","se","university of notre dame",NA,"south bend","IN","usa",NA,"USA","High income: OECD","North America","class","152080","notre dame","in","15","doctoral","carnegie"
"1141","evol",2007,1444,"jeffrey",NA,"feder","ae","se","university of notre dame",NA,"south bend","IN","usa",NA,"USA","High income: OECD","North America","class","152080","notre dame","in","15","doctoral","carnegie"
"1142","conbio",2010,1503,"jessica",NA,"hellmann","se","se","university of notre dame","department of biological science","south bend","IN","usa",NA,"USA","High income: OECD","North America","class","152080","notre dame","in","15","doctoral","carnegie"
"1143","funecol",2011,2307,"michael",NA,"pfrender","associate editor","ae","university of notre dame",NA,"south bend",NA,"usa",NA,"USA","High income: OECD","North America","class","152080","notre dame","in","15","doctoral","carnegie"
"1144","biocon",1998,2254,"mark","v","lomolino","eb","se","university of oklahoma",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1145","ajb",2000,3172,"scott",NA,"russell","ae & electronic publication editor","se","university of oklahoma",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1146","jbiog",2008,2302,"michael",NA,"patten","se","se","university of oklahoma",NA,"norman","OK","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1147","ecology",1997,724,"douglas","w","mock",NA,"se","university of oklahoma",NA,"norman","OK","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1148","arees",1985,2579,"peter","w","frank","ae","ae","university of oregon",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1149","evol",1994,3208,"sara",NA,"via","ae","se","university of oregon",NA,"eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1150","conbio",1995,2866,"russel",NA,"lande","se","se","university of oregon","department of biology","eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1151","evol",1997,913,"emilia","p","martins","ae","se","university of oregon",NA,"eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1152","bitr",1999,2565,"philip",NA,"devries","se","se","university of oregon",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1153","evol",2003,2655,"patrick",NA,"phillips","ae","se","university of oregon",NA,"eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1154","evol",2014,2361,"matthew",NA,"streisfeld","ae","se","university of oregon",NA,"eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1155","ecology",1999,3410,"william","e","bradshaw",NA,"se","university of oregon",NA,"eugene","OR","usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1156","ecology",2007,231,"brendan",NA,"bohannan",NA,"se","university of oregon",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1157","ecology",2009,183,"alan","l","shanks",NA,"se","university of oregon",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1158","ecology",2010,322,"barbara","a","roy",NA,"se","university of oregon",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209551","eugene","or","15","doctoral","carnegie"
"1159","evol",1985,55,"arthur","e","dunham","ae","se","university of pennsylvania",NA,"philadelphia","PA","usa",NA,"USA","High income: OECD","North America","class","215062","philadelphia","pa","15","doctoral","carnegie"
"1160","jte",1985,672,"dan","h","janzen","se","se","university of pennsylvania","department of biology","philadelphia","PA","usa",NA,"USA","High income: OECD","North America","class","215062","philadelphia","pa","15","doctoral","carnegie"
"1161","oecol",1991,236,"brenda",NA,"casper","editorial.board","se","university of pennsylvania",NA,"philadelphia",NA,"usa",NA,"USA","High income: OECD","North America","class","215062","philadelphia","pa","15","doctoral","carnegie"
"1162","jecol",2011,2945,"roberto",NA,"salguero-gomez","se","se","university of pennsylvania",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","215062","philadelphia","pa","15","doctoral","carnegie"
"1163","evol",2000,3203,"stephen","j","tonsor","ae","se","university of pittsburgh",NA,"pittsburgh","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1164","amnat",2006,3226,"tia-lynn",NA,"ashman","editorial.board","se","university of pittsburgh",NA,"pittsburgh","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1165","plantecol",2006,3414,"walter","p","carson","editorial.board","se","university of pittsburgh",NA,"pittsburgh","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1166","evol",2006,3456,"w","owen","mcmillan","ae","se","university of puerto rico",NA,"san juan","Puerto Rico","puerto rico",NA,"PRI","High income: nonOECD","Latin America & Caribbean","class",NA,NA,NA,NA,NA,NA
"1167","biocon",1993,2549,"pa",NA,"buckley","eb","se","university of rhode island",NA,"narragansett","RI","usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1168","conbio",2008,3242,"tracey","morin","dalton","se","se","university of rhode island","department of marine affairs","kingston","RI","usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1169","oecol",2011,3124,"scott","robert","mcwilliams","handling.editor","se","university of rhode island",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1170","ecology",2002,1081,"graham",NA,"forrester",NA,"se","university of rhode island",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1171","ecology",2004,1860,"keith","t","killingbeck",NA,"se","university of rhode island",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1172","ecology",2012,532,"carol","s","thornber",NA,"se","university of rhode island",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","217484","kingston","ri","16","doctoral","carnegie"
"1173","evol",1988,1521,"john",NA,"jaenike","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1174","evol",1994,1788,"john",NA,"werren","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1175","evol",1998,1232,"h","allen","orr","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1176","evol",2001,1513,"john","peter","huelsenbeck","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1177","evol",2002,3562,"james","duncan","fry","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1178","evol",2007,757,"daven",NA,"presgraves","ae","se","university of rochester",NA,"rochester","NY","usa",NA,"USA","High income: OECD","North America","class","195030","rochester","ny","15","doctoral","carnegie"
"1179","jecol",2011,3529,"andrew",NA,"dyer","se","se","university of south carolina aiken",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","218645","aiken","sc","20","masters","carnegie"
"1180","evol",1994,3273,"thomas","j","hilbish","ae","se","university of south carolina columbia",NA,"columbia","SC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1181","oecol",1995,700,"david",NA,"lincoln","editorial.board","se","university of south carolina columbia",NA,"columbia",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1182","evol",1999,3311,"timothy","a","mousseau","ae","se","university of south carolina columbia",NA,"columbia","SC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1183","ajb",2006,2935,"robert","a","raguso","ae","se","university of south carolina columbia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1184","leco",2011,1552,"j","a","kupfer","editorial.board","se","university of south carolina columbia",NA,"columbia","SC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1185","evol",2012,1426,"jeff",NA,"dudycha","ae","se","university of south carolina columbia",NA,"columbia","SC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1186","ajb",2014,1865,"karen",NA,"koster","ae","se","university of south dakota",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","219471","vermillion","sd","16","doctoral","carnegie"
"1187","conbio",1987,312,"bryan",NA,"norton","se","se","university of south florida",NA,"tampa","FL","usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1188","oecol",1998,2685,"peter","d","stiling","editorial.board","se","university of south florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1189","evol",2000,3098,"stephen","a","karl","ae","se","university of south florida",NA,"tampa","FL","usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1190","funecol",2011,2023,"lynn","b","martin","guest editor","special","university of south florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1191","ecology",2002,915,"earl","d","mccoy",NA,"se","university of south florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1192","ecology",2013,1082,"gordon","a","fox",NA,"se","university of south florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","137351","tampa","fl","15","doctoral","carnegie"
"1193","funecol",2006,1774,"jeffrey","a","walker","associate editor","ae","university of southern maine",NA,NA,"ME","usa",NA,"USA","High income: OECD","North America","class","161554","portland","me","18","masters","carnegie"
"1194","evol",1997,1639,"joseph","e","neigel","ae","se","university of southwestern louisiana",NA,"lafayette","LA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1195","funecol",2010,106,"adam","d","kay","associate editor","ae","university of st thomas",NA,NA,"MN","usa",NA,"USA","High income: OECD","North America","class","174914","saint paul","mn","17","doctoral","carnegie"
"1196","funecol",2010,106,"adam","d","kay","associate editor","ae","university of st thomas",NA,NA,"MN","usa",NA,"USA","High income: OECD","North America","class","227863","houston","tx","17","doctoral","carnegie"
"1197","oecol",1990,3156,"stuart","l","pimm","editorial.board","se","university of tennessee",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1198","amnat",2001,369,"christine","r","boake","editorial.board","se","university of tennessee",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1199","amnat",2003,3062,"sergey",NA,"gavrilets","editorial.board","se","university of tennessee",NA,"knoxville","TN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1200","jape",2006,2131,"marc",NA,"cadotte","associate.editor","se","university of tennessee",NA,"knoxville","TN","usa","usa","USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1201","ecography",2007,2466,"nathan",NA,"sanders","se","se","university of tennessee",NA,"knoxville","TN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1202","evol",2010,255,"ben",NA,"fitzpatrick","ae","se","university of tennessee",NA,"knoxville","TN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1203","jape",2010,2534,"paul",NA,"armsworth","associate.editor","se","university of tennessee",NA,"knoxville","TN","usa","usa","USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1204","oikos",2011,1329,"joseph",NA,"bailey","subject.editor","se","university of tennessee",NA,"knoxville",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1205","evol",2012,1450,"jim",NA,"fordyce","ae","se","university of tennessee",NA,"knoxville","TN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1206","ajb",2013,1797,"joseph",NA,"williams","ae","se","university of tennessee",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1207","bitr",2013,2495,"orou",NA,"gaoue","se","se","university of tennessee",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1208","funecol",2013,1705,"jen","a","schweitzer","associate editor","ae","university of tennessee",NA,NA,"TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1209","ecology",1991,1985,"louis","j","gross",NA,"se","university of tennessee",NA,"knoxville","TN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1210","ecology",2012,40,"aimee","t","classen",NA,"se","university of tennessee",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1211","amnat",2004,1484,"james","p","grover","editorial.board","se","university of texas arlington",NA,"arlington","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1212","oecol",2013,1983,"laura",NA,"gough","handling.editor","se","university of texas arlington",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1213","ajb",1985,3247,"theodore",NA,"delevoryas","eic","eic","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1214","arees",1985,331,"beryl","b","simpson","ec","se","university of texas austin","botany","austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1215","evol",1990,1369,"james","j","bull","ae","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1216","amnat",1991,2236,"mark",NA,"kirkpatrick","editorial.board","se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1217","evol",1994,2338,"michael","j","ryan","ae","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1218","ajb",1995,1608,"james",NA,"mauseth","ae","se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1219","ajb",2002,2875,"randal",NA,"linder","ae","se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1220","amnat",2003,661,"david","m","hillis","editorial.board","se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1221","evol",2004,3366,"ulrich","gerhard","mueller","ae","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1222","conbio",2008,499,"camille",NA,"parmesan","se","se","university of texas austin","sect integrat biol","austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1223","evol",2008,3281,"thomas","e","juenger","ae","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1224","evol",2008,2026,"lauren","ancel","meyers","ae","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1225","amnat",2009,580,"daniel","i","bolnick","editorial.board","se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1226","jbiog",2010,2050,"luiz","a","rocha","se","se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1227","leco",2010,3284,"t",NA,"keitt","se","se","university of texas austin",NA,"austin",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1228","ecology",1988,2429,"norma","l","fowler",NA,"se","university of texas austin",NA,"austin","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1229","ecology",2012,440,"christine","v","hawkes",NA,"se","university of texas austin",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1230","oecol",2012,1556,"joanna","e","lambert","handling.editor","se","university of texas san antonio",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"1231","fem",2008,3558,"jiquan",NA,"chen","editorial.advisory.board","se","university of toledo",NA,"toledo","OH","usa",NA,"USA","High income: OECD","North America","class","206084","toledo","oh","16","doctoral","carnegie"
"1232","ecology",1999,377,"charles",NA,"brown",NA,"se","university of tulsa",NA,"tulsa","OK","usa",NA,"USA","High income: OECD","North America","class","207971","tulsa","ok","16","doctoral","carnegie"
"1233","evol",1985,1436,"john","a","endler","ae","se","university of utah",NA,"salt lake city","UT","usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1234","oecol",1985,1431,"james","r","ehleringer","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1235","evol",1986,861,"eric","l","charnov","ae","se","university of utah",NA,"salt lake city","UT","usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1236","amnat",1991,1707,"jon",NA,"seger","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1237","oecol",1993,2556,"phyllis","d","coley","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1238","amnat",1996,3048,"sharon","b","emerson","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1239","amnat",1997,626,"donald","h","feener","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1240","bitr",1997,608,"diane",NA,"davidson","se","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1241","amnat",2002,600,"dale","h","clayton","editorial.board","se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1242","amnat",2009,955,"fredrick","r","adler","editorial.board","se","university of utah",NA,"salt lake city","UT","usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1243","evol",2010,411,"colleen",NA,"farmer","ae","se","university of utah",NA,"salt lake city","UT","usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1244","evol",2011,591,"david",NA,"carrier","ae","se","university of utah",NA,"salt lake city","UT","usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1245","oecol",2014,582,"dave",NA,"bowling","handling.editor","se","university of utah",NA,"salt lake city",NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1246","ecology",2007,2151,"m","denise","dearing",NA,"se","university of utah",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","230764","salt lake city","ut","15","doctoral","carnegie"
"1247","amnat",1995,2431,"nicholas","j","gotelli","editorial.board","se","university of vermont",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","231174","burlington","vt","16","doctoral","carnegie"
