"","INST","COUNTRY","count"
"2128","Woods Hole Oceanographic Institution","USA",18
"2129","Woods Hole Research Center","USA",6
"2130","World Resources Institute","USA",5
"2131","World Wildlife Fund","USA",18
"2132","Wrcoclaw University","Poland",8
"2133","WSL Swiss Federal Research Institute","Switzerland",11
"2134","WSP Environmental Strategies","USA",2
"2135","WWF","Italy",13
"2136","Wyoming","USA",3
"2137","Xishuangbanna Tropical Botanical Garden,CAS","China",2
"2138","Xishuangbanna Tropical Botannical Garden","China",4
"2139","XiteBio Technologies Inc","Canada",4
"2140","Yale School of Forestry & Environmental Studies","USA",4
"2141","Yale University","USA",68
"2142","Yale University ","USA",1
"2143","Yokohama National University","Japan",6
"2144","York","England",16
"2145","York U","missing",1
"2146","York University","Canada",4
"2147","York University","UK",4
"2148","Zoological Society of London","England",17
"2149","Zoological Society of London","UK",3
"2150","Zoological Society of London","missing",12
"2151","Zoological Society of San Diego","USA",5
"2152","Zurich","Switzerland",10
